index,开庭时间,案号,案由,开庭年月,案由类型,label_案由类型
0,2017年4月17日15点00分,（2016）桂0102民初4895、4896号,民间借贷纠纷 ,2017年04月,民间借贷 ,其他
0,2017年4月18日8点30分,（2017）桂0102民初1007号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月18日9点45分,（2017）桂0102民初1024号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月18日11点00分,（2017）桂0102民初1025号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月18日8点30分,（2016）桂0102民初750号,租赁合同纠纷 ,2017年04月,租赁合同 ,其他
0,2017年4月18日8点30分,（2017）桂0102民初432、433、580号,机动车交通事故责任纠纷 ,2017年04月,机动车交通事故责任 ,其他
0,2017年4月18日15点00分,（2017）桂0102民初1057号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月18日15点00分,（2017）桂0102民初1175号,居间合同纠纷 ,2017年04月,居间合同 ,其他
0,2017年4月19日8点30分,（2017）桂0102民初501号,返还原物纠纷,2017年04月,返还原物,其他
0,2017年4月19日8点30分,（2017）桂0102民初1048、1049、1050号,商品房预售合同纠纷 ,2017年04月,商品房预售合同 ,其他
0,2017年4月19日8点30分,（2017）桂0102民初1037号,承揽合同纠纷 ,2017年04月,承揽合同 ,其他
0,2017年4月19日8点30分,（2017）桂0102民初1272号,财产损害赔偿纠纷,2017年04月,财产损害赔偿,其他
0,2017年4月19日15点00分,（2017）桂0102民初1042、1043号,买卖合同纠纷一案,2017年04月,买卖合同一案,其他
0,2017年4月19日15点00分,（2017）桂0102民初1222号,房屋租赁合同纠纷,2017年04月,房屋租赁合同,房屋租赁合同
0,2017年4月19日15点00分,（2017）桂0102民初396号,机动车交通事故责任纠纷,2017年04月,机动车交通事故责任,机动车交通事故责任
0,2017年4月19日16点15分,（2017）桂0102民初1221号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月20日8点30分,（2017）桂0102民初1038号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月20日9点45分,（2017）桂0102民初1420号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月20日10点30分,（2017）桂0102民初1421号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月20日8点30分,（2017）桂0102民初1158号,劳动合同纠纷,2017年04月,劳动合同,劳动合同
0,2017年4月20日8点30分,（2017）桂0102民初963号,离婚纠纷,2017年04月,离婚,离婚
0,2017年4月20日10点30分,（2017）桂0102民初1180号,离婚纠纷 ,2017年04月,离婚 ,其他
0,2017年4月20日15点00分,（2017）桂0102民初1141号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月20日16点15分,（2017）桂0102民初1145号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月20日15点00分,（2017）桂0102民初301号,买卖合同纠纷 ,2017年04月,买卖合同 ,其他
0,2017年4月21日8点30分,（2017）桂0102民初847-865、1046-1077号,商品房预售合同纠纷,2017年04月,商品房预售合同,其他
0,2017年4月21日8点30分,（2017）桂0102民初1286号,建设工程施工合同纠纷,2017年04月,建设工程施工合同,建设工程施工合同
0,2017年4月21日15点00分,（2017）桂0102民初20号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月5日8点30分,（2017）桂0102民初497号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月5日9点45分,（2017）桂0102民初763号,劳务合同纠纷,2017年04月,劳务合同,其他
0,2017年4月5日11点00分,（2017）桂0102民初999号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月5日8点30分,（2016）桂0102民初4483、4484号,民间借贷纠纷 ,2017年04月,民间借贷 ,其他
0,2017年4日5日8点30分,（2017）桂0102民初716号,土地租赁合同纠纷 ,null,土地租赁合同 ,其他
0,2017年4月5日8点30分,（2017）桂0102民初728号,合同纠纷,2017年04月,合同,合同
0,2017年4月5日10点30分,（2017）桂0102民初573号,建设工程施工合同纠纷 ,2017年04月,建设工程施工合同 ,其他
0,2017年4月5日8点30分,（2017）桂0102民初55、56、57号等,商品房预售合同纠纷 ,2017年04月,商品房预售合同 ,其他
0,2017年4月5日16点15分,（2017）桂0102民初771号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月5日15点00分,（2016）桂0102民初4701号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月5日15点00分,（2017）桂0102民初843号,健康权纠纷,2017年04月,健康权,健康权
0,2017年4月5日15点00分,（2017）桂0102民初1118号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月6日8点30分,（2017）桂0102民初765、766号,侵害集体经济组织成员权益纠纷,2017年04月,侵害集体经济组织成员权益,其他
0,2017年4月6日8点30分,（2017）桂0102民初764号,机动车交通事故责任纠纷,2017年04月,机动车交通事故责任,机动车交通事故责任
0,2017年4月6日8点30分,（2017）桂0102民初715号,离婚纠纷,2017年04月,离婚,离婚
0,2017年4月6日15点00分,（2016）桂0102民初4855号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月6日15点00分,（2017）桂0102民初816号,房屋买卖合同纠纷,2017年04月,房屋买卖合同,房屋买卖合同
0,2017年4月6日15点00分,（2016）桂0102民初3341号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月6日16点00分,（2017）桂0102民初605号,生命权纠纷,2017年04月,生命权,其他
0,2017年4月6日15点00分,（2017）桂0102民初613、614号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月6日15点00分,（2017）桂0102民初960号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日9点45分,（2017）桂0102民初822号,买卖合同纠纷,2017年04月,买卖合同,买卖合同
0,2017年4月7日11点00分,（2017）桂0102民初1027号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日8点30分,（2016）桂0102民初4726、4727号,劳动争议 ,2017年04月,劳动争议 ,其他
0,2017年4月7日8点30分,（2017）桂0102民初1249号,离婚纠纷,2017年04月,离婚,离婚
0,2017年4月7日8点30分,（2017）桂0102民初1068号,民间借贷纠纷 ,2017年04月,民间借贷 ,其他
0,2017年4月7日10点30分,（2017）桂0102民初588号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日15点00分,（2016）桂0102民初4626号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日16点15分,（2017）桂0102民初979号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日15点00分,（2017）桂0102民初403号,民间借贷纠纷,2017年04月,民间借贷,民间借贷
0,2017年4月7日15点00分,（2016）桂0102民初4285号,机动车交通事故责任纠纷 ,2017年04月,机动车交通事故责任 ,其他
0,2017年4月7日15点00分,（2016）桂0102民初4463、4464号,所有权确认纠纷 ,2017年04月,所有权确认 ,其他
0,2017年3月27日8点30分,（2017）桂0102民初805、806、807号,诉关于买卖合同纠纷一案,2017年03月,诉关于买卖合同一案,其他
0,2017年3月27日8点30分,（2017）桂0102民初645号,合同纠纷 ,2017年03月,合同 ,其他
0,2017年3月27日8点30分,（2017）桂0102民初708号,机动车交通事故责任纠纷 ,2017年03月,机动车交通事故责任 ,其他
0,2017年3月27日10点30分,（2017）桂0102民初375号,民间借贷纠纷 ,2017年03月,民间借贷 ,其他
0,2017年3月27日8点30分,（2017）桂0102民初652号,离婚纠纷 ,2017年03月,离婚 ,其他
0,2017年3月27日8点30分,（2017）桂0102民初1023号,买卖合同纠纷,2017年03月,买卖合同,买卖合同
0,2017年3月27日15点00分,（2016）桂0102民初3900号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
0,2017年3月27日15点00分,（2017）桂0102民初472号,健康权纠纷 ,2017年03月,健康权 ,其他
0,2017年3月27日15点00分,（2017）桂0102民初617号,机动车交通事故责任纠纷 ,2017年03月,机动车交通事故责任 ,其他
0,2017年3月27日15点00分,（2017）桂0102民初717号,健康权纠纷,2017年03月,健康权,健康权
0,2017年3月28日8点30分,（2017）桂0102民初804号,买卖合同纠纷,2017年03月,买卖合同,买卖合同
0,2017年3月28日9点45分,（2017）桂0102民初809号,买卖合同纠纷,2017年03月,买卖合同,买卖合同
0,2017年3月28日8点30分,（2017）桂0102民初729号,房屋租赁合同纠纷 ,2017年03月,房屋租赁合同 ,其他
0,2017年3月28日8点30分,（2017）桂0102民初741号,离婚后财产纠纷 ,2017年03月,离婚后财产 ,其他
0,2017年3月28日8点30分,（2017）桂0102民初743-751号,房屋买卖合同纠纷 ,2017年03月,房屋买卖合同 ,其他
0,2017年3月28日15点00分,（2016）桂0102民初4435号,诉关于装饰装修合同纠纷一案,2017年03月,诉关于装饰装修合同一案,其他
0,2017年3月28日16点15分,（2017）桂0102民初1004号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
0,2017年3月28日15点00分,（2016）桂0102民初3853号,建设工程合同纠纷 ,2017年03月,建设工程合同 ,其他
0,2017年3月28日15点00分,（2017）桂0102民初494号,民间借贷纠纷 ,2017年03月,民间借贷 ,其他
0,2017年3月29日8点30分,（2017）桂0102民初537号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
0,2017年3月29日8点30分,（2015）兴民一初字第619号,合资、合作开发房地产合同纠纷,2017年03月,合资、合作开发房地产合同,其他
0,2017年3月29日8点30分,（2017）桂0102民初617号,机动车交通事故责任纠纷 ,2017年03月,机动车交通事故责任 ,其他
0,2017年3月29日15点00分,（2016）桂0102民初4343号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
0,2017年3月29日16点00分,（2016）桂0102民初4633号,离婚纠纷,2017年03月,离婚,离婚
0,2017年3月29日15点00分,（2016）桂0102民初3490号,房屋租赁合同纠纷 ,2017年03月,房屋租赁合同 ,其他
0,2017年3月29日15点00分,（2016）桂0102民初4345号,房屋租赁合同纠纷 ,2017年03月,房屋租赁合同 ,其他
0,2017年2月27日8点30分,（2017）桂0102民初303号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
1,2017年2月27日8点30分,（2016）桂0102民初4535号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
2,2017年2月27日8点30分,（2017）桂0102民初325号,离婚纠纷,2017年02月,离婚,离婚
3,2017年2月27日15点00分,（2016）桂0102民初3971号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
4,2017年2月27日16点30分,（2016）桂0102民初2837号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
5,2017年2月27日15点00分,（2016）桂0102民初4744号,机动车交通事故责任纠纷,2017年02月,机动车交通事故责任,机动车交通事故责任
6,2017年2月27日15点00分,（2017）桂0102民初367号,合同纠纷,2017年02月,合同,合同
7,2017年2月28日8点30分,（2016）桂0102民初2636号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
8,2017年2月28日8点30分,（2017）桂0102民初512号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
9,2017年2月28日8点30分,（2016）桂0102民初4740号,房屋租赁合同纠纷,2017年02月,房屋租赁合同,房屋租赁合同
10,2017年2月28日15点00分,（2017）桂0102民初345号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
11,2017年2月28日16点15分,（2017）桂0102民初496号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
12,2017年2月28日15点00分,（2016）桂0102民初4115号,合同纠纷,2017年02月,合同,合同
13,2017年2月28日15点00分,（2017）桂0102民初365号,居间合同纠纷,2017年02月,居间合同,其他
14,2017年2月28日15点00分,（2017）桂0102民初576号,法定继承纠纷,2017年02月,法定继承,其他
15,2017年3月1日8点30分,（2017）桂0102民初396号,机动车交通事故责任纠纷,2017年03月,机动车交通事故责任,机动车交通事故责任
16,2017年3月1日8点30分,（2017）桂0102民初514,房屋租赁合同纠纷,2017年03月,房屋租赁合同,房屋租赁合同
17,2017年3月1日8点30分,（2017）桂0102民初541号,离婚纠纷,2017年03月,离婚,离婚
18,2017年3月1日8点30分,（2017）桂0102民初276号,买卖合同纠纷,2017年03月,买卖合同,买卖合同
19,2017年3月1日15点00分,（2017）桂0102民初550号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
20,2017年3月1日15点00分,（2017）桂0102民初529号,房屋租赁合同纠纷,2017年03月,房屋租赁合同,房屋租赁合同
21,2017年3月1日15点00分,（2017）桂0102民初581号,机动车交通事故责任纠纷,2017年03月,机动车交通事故责任,机动车交通事故责任
22,2017年3月2日8点30分,（2017）桂0102民初556号,房屋租赁合同纠纷,2017年03月,房屋租赁合同,房屋租赁合同
23,2017年3月2日8点30分,（2017）桂0102民初557号,商品房销售合同纠纷,2017年03月,商品房销售合同,商品房销售合同
24,2017年3月2日15点00分,（2017）桂0102民初456号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
25,2017年3月2日15点00分,（2017）桂0102民初590号,房屋租赁合同纠纷,2017年03月,房屋租赁合同,房屋租赁合同
26,2017年3月2日15点00分,（2017）桂0102民初491号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
27,2017年3月2日15点00分,（2017）桂0102民初401号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
28,2017年3月2日15点00分,（2016）桂0102民初4901号,离婚纠纷,2017年03月,离婚,离婚
29,2017年3月3日8点30分,（2016）桂0102民初4410号,建设工程施工合同纠纷一案,2017年03月,建设工程施工合同一案,其他
30,2017年3月3日8点30分,（2017）桂0102民初372号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
31,2017年3月3日8点30分,（2017）桂0102民初549号,买卖合同纠纷,2017年03月,买卖合同,买卖合同
32,2017年3月3日8点30分,（2017）桂0102民初573号,建设工程施工合同纠纷,2017年03月,建设工程施工合同,建设工程施工合同
33,2017年3月3日15点00分,（2016）桂0102民初4090号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
34,2017年3月3日15点00分,（2016）桂0102民初4514号,民间借贷纠纷,2017年03月,民间借贷,民间借贷
35,2017年3月3日15点00分,（2016）桂0102民初4114号,机动车交通事故责任纠纷,2017年03月,机动车交通事故责任,机动车交通事故责任
36,2017年3月3日15点00分,（2016）桂0102民初2862号,诉关于建设工程施工合同纠纷一案,2017年03月,诉关于建设工程施工合同一案,其他
0,2017年2月13日8点30分,（2016）桂0102民初3496号,房屋买卖合同纠纷,2017年02月,房屋买卖合同,房屋买卖合同
0,2017年2月13日8点30分,（2016）桂0102民初2214、2215号,案外人执行异议之诉 ,2017年02月,案外人执行异议之诉 ,其他
0,2017年2月13日8点30分,（2017）桂0102民初26号,离婚纠纷 ,2017年02月,离婚 ,其他
0,2017年2月13日15点00分,（2016）桂0102民初3485、3693号,债权人代位权纠纷 ,2017年02月,债权人代位权 ,其他
0,2017年2月13日15点00分,（2017）桂0102民初52号,承揽合同纠纷 ,2017年02月,承揽合同 ,其他
0,2017年2月14日9点30分,（2017）桂0102民初45号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月14日10点45分,（2017）桂0102民初299号,机动车交通事故责任纠纷,2017年02月,机动车交通事故责任,机动车交通事故责任
0,2017年2月14日8点30分,（2017）桂0102民初25号,机动车交通事故责任纠纷 ,2017年02月,机动车交通事故责任 ,其他
0,2017年2月14日8点30分,（2016）桂0102民初4817号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月14日8点30分,（2017）桂0102民初32号,机动车交通事故责任纠纷 ,2017年02月,机动车交通事故责任 ,其他
0,2017年2月14日15点00分,（2016）桂0102民初3567号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月14日15点00分,（2016）桂0102民初4871号,房屋买卖合同纠纷 ,2017年02月,房屋买卖合同 ,其他
0,2017年2月15日8点30分,（2017）桂0102民初1号,诉关于民间借贷纠纷一案 ,2017年02月,诉关于民间借贷一案 ,其他
0,2017年2月15日8点30分,（2016）桂0102民初4514号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月15日8点30分,（2017）桂0102民初46、267-273号,商品房预售合同纠纷 ,2017年02月,商品房预售合同 ,其他
0,2017年2月15日8点30分,（2016）桂0102民初4907号,分家析产纠纷一案 ,2017年02月,分家析产一案 ,其他
0,2017年2月15日8点30分,（2017）桂0102民初31号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月15日15点00分,（2016）桂0102民初3560、3561、3562号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月15日15点00分,（2016）桂0102民初3295号,装饰装修合同纠纷 ,2017年02月,装饰装修合同 ,其他
0,2017年2月15日15点00分,（2016）桂0102民初3694号,诉关于买卖合同纠纷一案 ,2017年02月,诉关于买卖合同一案 ,其他
0,2017年2月15日15点00分,（2017）桂0102民初48号,健康权纠纷 ,2017年02月,健康权 ,其他
0,2017年2月16日9点45分,（2017）桂0102民初20号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月16日11点00分,（2017）桂0102民初10号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月16日8点30分,（2017）桂0102民初331号,离婚纠纷 ,2017年02月,离婚 ,其他
0,2017年2月16日8点30分,（2017）桂0102民初305号,离婚纠纷 ,2017年02月,离婚 ,其他
0,2017年2月16日8点30分,（2016）桂0102民初1129号,租赁合同纠纷 ,2017年02月,租赁合同 ,其他
0,2017年2月16日15点00分,（2016）桂0102民初3310号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
0,2017年2月16日16点00分,（2016）桂0102民初3622号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
0,2017年2月16日15点00分,（2016）桂0102民初88号,装饰装修合同纠纷 ,2017年02月,装饰装修合同 ,其他
0,2017年2月17日8点30分,（2017）桂0102民初620号,土地租赁合同纠纷 ,2017年02月,土地租赁合同 ,其他
0,2017年2月17日8点30分,（2017）桂0102民初53号,继承纠纷 ,2017年02月,继承 ,其他
0,2017年2月17日8点30分,（2017）桂0102民初278号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月6日8点30分,（2016）桂0102民初4904号,房屋租赁合同纠纷 ,2017年02月,房屋租赁合同 ,其他
0,2017年2月6日15点00分,（2016）桂0102民初4602号,买卖合同纠纷,2017年02月,买卖合同,买卖合同
0,2017年2月6日15点00分,（2016）桂0102民初4899号,商品房预售合同纠纷,2017年02月,商品房预售合同,其他
0,2017年2月6日15点00分,（2016）桂0102民初4918号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月6日15点00分,（2016）桂0102民初4916号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月7日8点30分,（2016）桂0102民初4849号,确认劳动关系纠纷 ,2017年02月,确认劳动关系 ,其他
0,2017年2月7日8点30分,（2016）桂0102民初4914号,抵押权纠纷 ,2017年02月,抵押权 ,其他
0,2017年2月7日15点00分,（2016）桂0102民初3645号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月7日15点00分,（2014）兴民一初字第1172号,排除妨害纠纷 ,2017年02月,排除妨害 ,其他
0,2017年2月8日8点30分,（2016）桂0102民初4834号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月8日8点30分,（2015）兴民一初字第619号,合资、合作开发房地产合同纠纷 ,2017年02月,合资、合作开发房地产合同 ,其他
0,2017年2月8日15点00分,（2016）桂0102民初4052号,民间借贷纠纷,2017年02月,民间借贷,民间借贷
0,2017年2月8日15点00分,（2016）桂0102民初4740号,诉关于房屋租赁合同纠纷一案 ,2017年02月,诉关于房屋租赁合同一案 ,其他
0,2017年2月8日15点00分,（2016）桂0102民初1607号,侵害集体经济组织成员权益纠纷 ,2017年02月,侵害集体经济组织成员权益 ,其他
0,2017年2月8日15点00分,（2016）桂0102民初4887号,机动车交通事故责任纠纷 ,2017年02月,机动车交通事故责任 ,其他
0,2017年2月9日8点30分,（2015）兴民一初字第1439号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月9日8点30分,（2016）桂0102民初4314号,民间借贷纠纷 ,2017年02月,民间借贷 ,其他
0,2017年2月9日8点30分,（2016）桂0102民初4694号,房屋租赁合同纠纷 ,2017年02月,房屋租赁合同 ,其他
0,2017年2月9日15点00分,（2016）桂0102民初1129号,租赁合同纠纷 ,2017年02月,租赁合同 ,其他
0,2017年2月9日15点00分,（2017）桂0102民初24号,租赁合同纠纷 ,2017年02月,租赁合同 ,其他
0,2017年2月10日8点30分,（2016）桂0102民初3534号,健康权纠纷 ,2017年02月,健康权 ,其他
0,2017年2月10日8点30分,（2016）桂0102民初2283号,房屋租赁合同纠纷 ,2017年02月,房屋租赁合同 ,其他
0,2017年2月10日8点30分,（2017）桂0102民初16号,侵权责任纠纷 ,2017年02月,侵权责任 ,其他
0,2017年1月23日8点30分,（2016）桂0102民初4621号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月23日8点30分,（2016）桂0102民初4909号,劳动合同纠纷,2017年01月,劳动合同,劳动合同
0,2017年1月23日8点30分,（2016）桂0102民初4610号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月23日15点00分,（2016）桂0102民初3475号,买卖合同纠纷,2017年01月,买卖合同,买卖合同
0,2017年1月23日15点00分,（2016）桂0102民初1197号,离婚纠纷 ,2017年01月,离婚 ,其他
0,2017年1月23日15点00分,（2016）桂0102民初3994号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月23日15点00分,（2016）桂0102民初4839号,离婚纠纷 ,2017年01月,离婚 ,其他
0,2017年1月24日8点30分,（2016）桂0102民初4733号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月24日8点30分,（2016）桂0102民初2846号,离婚纠纷 ,2017年01月,离婚 ,其他
0,2017年1月24日8点30分,（2016）桂0102民初3523号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月24日16点00分,（2016）桂0102民初4895号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月24日15点00分,（2016）桂0102民初2468-2471号,财产损害赔偿纠纷 ,2017年01月,财产损害赔偿 ,其他
0,2017年1月24日15点00分,（2016）桂0102民初3569号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月24日15点00分,（2015）兴民一初字第93号,机动车交通事故责任纠纷 ,2017年01月,机动车交通事故责任 ,其他
0,2017年1月16日8点30分,（2016）桂0102民初4446号,买卖合同纠纷,2017年01月,买卖合同,买卖合同
0,2017年1月16日9点30分,（2016）桂0102民初4874号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月16日10点30分,（2016）桂0102民初3930号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月16日8点30分,（2016）桂0102民初4831号,劳动合同纠纷 ,2017年01月,劳动合同 ,其他
0,2017年1月16日8点30分,（2016）桂0102民初4719号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月16日8点30分,（2016）桂0102民初4696号,机动车交通事故责任纠纷 ,2017年01月,机动车交通事故责任 ,其他
0,2017年1月16日15点00分,（2016）桂0102民初3304号,离婚纠纷,2017年01月,离婚,离婚
0,2017年1月16日16点00分,（2016）桂0102民初3340号,离婚纠纷,2017年01月,离婚,离婚
0,2017年1月16日15点00分,（2016）桂0102民初4857号,排除妨害纠纷 ,2017年01月,排除妨害 ,其他
0,2017年1月16日15点00分,（2016）桂0102民初4840号,房屋买卖合同纠纷 ,2017年01月,房屋买卖合同 ,其他
0,2017年1月17日8点30分,（2016）桂0102民初4877、4878号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月17日9点30分,（2016）桂0102民初4889号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月17日8点30分,（2016）桂0102民初4847号,排除妨害纠纷,2017年01月,排除妨害,排除妨害
0,2017年1月17日8点30分,（2016）桂0102民初4867号,买卖合同纠纷,2017年01月,买卖合同,买卖合同
0,2017年1月17日8点30分,（2016）桂0102民初4869号,劳动合同纠纷,2017年01月,劳动合同,劳动合同
0,2017年1月17日15点00分,（2016）桂0102民初3007号,保安服务合同纠纷,2017年01月,保安服务合同,其他
0,2017年1月17日15点00分,（2016）桂0102民初4482号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月18日8点30分,（2016）桂0102民初3354号,装饰装修合同纠纷 ,2017年01月,装饰装修合同 ,其他
0,2017年1月18日8点30分,（2016）桂0102民初4849号,确认劳动关系纠纷,2017年01月,确认劳动关系,其他
0,2017年1月18日8点30分,（2016）桂0102民初4700号,劳动争议 ,2017年01月,劳动争议 ,其他
0,2017年1月18日15点00分,（2016）桂0102民初4257号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月18日15点00分,（2016）桂0102民初2676号,买卖合同纠纷 ,2017年01月,买卖合同 ,其他
0,2017年1月18日15点00分,（2016）桂0102民初4870号,共有纠纷 ,2017年01月,共有 ,其他
0,2017年1月18日15点00分,（2016）桂0102民初4734号,离婚纠纷 ,2017年01月,离婚 ,其他
0,2017年1月19日8点30分,（2016）桂0102民初4281号,劳务合同纠纷,2017年01月,劳务合同,其他
0,2017年1月19日9点30分,（2016）桂0102民初4883号,离婚纠纷,2017年01月,离婚,离婚
0,2017年1月19日8点30分,（2016）桂0102民初4236号,健康权纠纷 ,2017年01月,健康权 ,其他
0,2017年1月19日8点30分,（2016）桂0102民初4291号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月19日16点00分,（2016）桂0102民初4863号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月19日15点00分,（2016）桂0102民初2184号,合同纠纷,2017年01月,合同,合同
0,2017年1月19日15点00分,（2016）桂0102民初4618、4619号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月20日8点30分,（2016）桂0102民初4893号,房屋租赁合同纠纷 ,2017年01月,房屋租赁合同 ,其他
0,2017年1月20日8点30分,（2016）桂0102民初3932号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月20日15点00分,（2016）桂0102民初2848号,买卖合同纠纷,2017年01月,买卖合同,买卖合同
0,2017年1月4日10点30分,（2016）桂0102民初4438号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月4日8点30分,（2016）桂0102民初3872号,租赁合同纠纷 ,2017年01月,租赁合同 ,其他
0,2017年1月4日8点30分,（2016）桂0102民初3870号,机动车交通事故责任纠纷一案 ,2017年01月,机动车交通事故责任一案 ,其他
0,2017年1月4日15点00分,（2016）桂0102民初3976号,诉关于民间借贷纠纷一案,2017年01月,诉关于民间借贷一案,其他
0,2017年1月4日16点30分,（2016）桂0102民初4104号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月4日15点00分,（2016）桂0102民初2316号,离婚纠纷 ,2017年01月,离婚 ,其他
0,2017年1月4日15点00分,（2016）桂0102民初3362号,健康权纠纷 ,2017年01月,健康权 ,其他
0,2017年1月4日15点00分,（2016）桂0102民初2687号,机动车交通事故责任纠纷,2017年01月,机动车交通事故责任,机动车交通事故责任
0,2017年1月5日8点30分,（2016）桂0102民初4558号,法律服务合同纠纷,2017年01月,法律服务合同,其他
0,2017年1月5日9点30分,（2016）桂0102民初4508号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月5日10点30分,（2016）桂0102民初4432号,民间借贷纠纷,2017年01月,民间借贷,民间借贷
0,2017年1月5日8点30分,（2016）桂0102民初4273号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月5日9点30分,（2016）桂0102民初4272号,民间借贷纠纷 ,2017年01月,民间借贷 ,其他
0,2017年1月5日8点30分,（2016）桂0102民初4408号,房屋租赁合同纠纷 ,2017年01月,房屋租赁合同 ,其他
0,2017年1月5日8点30分,（2016）桂0102民初4737号,法定继承纠纷 ,2017年01月,法定继承 ,其他
